"","ROI","contrast","subject","PS"
"910","BA4ap","share mov dcon no sub","sub25",0.17351
"911","BA4ap","no share mov scon no sub","sub25",0.088208
"912","BA4ap","no share mov dcon no sub","sub25",0.096869
"913","HIPP_MERGE_BL","sseq scon no sub","sub26",0.13729
"914","HIPP_MERGE_BL","sseq dcon no sub","sub26",0.097214
"915","HIPP_MERGE_BL","dseq scon no sub","sub26",0.078209
"916","HIPP_MERGE_BL","dseq dcon no sub","sub26",0.092983
"917","HIPP_MERGE_BL","dstart send same context no sub","sub26",0.085052
"918","HIPP_MERGE_BL","dstart send diff context no sub","sub26",0.07092
"919","HIPP_MERGE_BL","sstart dend same context no sub","sub26",0.073769
"920","HIPP_MERGE_BL","sstart dend diff context no sub","sub26",0.12025
"921","HIPP_MERGE_BL","dstart dend same context no sub","sub26",0.077498
"922","HIPP_MERGE_BL","dstart dend diff context no sub","sub26",0.091663
"923","HIPP_MERGE_BL","same mov scon no sub","sub26",0.13729
"924","HIPP_MERGE_BL","same mov dcon no sub","sub26",0.10306
"925","HIPP_MERGE_BL","share mov scon no sub","sub26",0.0959
"926","HIPP_MERGE_BL","share mov dcon no sub","sub26",0.11379
"927","HIPP_MERGE_BL","no share mov scon no sub","sub26",0.077074
"928","HIPP_MERGE_BL","no share mov dcon no sub","sub26",0.091209
"929","V12_BL","sseq scon no sub","sub26",0.48249
"930","V12_BL","sseq dcon no sub","sub26",0.49617
"931","V12_BL","dseq scon no sub","sub26",0.41333
"932","V12_BL","dseq dcon no sub","sub26",0.409
"933","V12_BL","dstart send same context no sub","sub26",0.45417
"934","V12_BL","dstart send diff context no sub","sub26",0.43656
"935","V12_BL","sstart dend same context no sub","sub26",0.43085
"936","V12_BL","sstart dend diff context no sub","sub26",0.43485
"937","V12_BL","dstart dend same context no sub","sub26",0.39658
"938","V12_BL","dstart dend diff context no sub","sub26",0.39399
"939","V12_BL","same mov scon no sub","sub26",0.48249
"940","V12_BL","same mov dcon no sub","sub26",0.43883
"941","V12_BL","share mov scon no sub","sub26",0.42491
"942","V12_BL","share mov dcon no sub","sub26",0.42443
"943","V12_BL","no share mov scon no sub","sub26",0.41259
"944","V12_BL","no share mov dcon no sub","sub26",0.41334
"945","BA4ap","sseq scon no sub","sub26",0.42792
"946","BA4ap","sseq dcon no sub","sub26",0.40882
"947","BA4ap","dseq scon no sub","sub26",0.39122
"948","BA4ap","dseq dcon no sub","sub26",0.3814
"949","BA4ap","dstart send same context no sub","sub26",0.3953
"950","BA4ap","dstart send diff context no sub","sub26",0.36989
"951","BA4ap","sstart dend same context no sub","sub26",0.40153
"952","BA4ap","sstart dend diff context no sub","sub26",0.38646
"953","BA4ap","dstart dend same context no sub","sub26",0.38704
"954","BA4ap","dstart dend diff context no sub","sub26",0.38331
"955","BA4ap","same mov scon no sub","sub26",0.42792
"956","BA4ap","same mov dcon no sub","sub26",0.41338
"957","BA4ap","share mov scon no sub","sub26",0.4537
"958","BA4ap","share mov dcon no sub","sub26",0.43989
"959","BA4ap","no share mov scon no sub","sub26",0.38731
"960","BA4ap","no share mov dcon no sub","sub26",0.37763
"961","HIPP_MERGE_BL","sseq scon no sub","sub27",0.062174
"962","HIPP_MERGE_BL","sseq dcon no sub","sub27",0.061007
"963","HIPP_MERGE_BL","dseq scon no sub","sub27",0.060772
"964","HIPP_MERGE_BL","dseq dcon no sub","sub27",0.054932
"965","HIPP_MERGE_BL","dstart send same context no sub","sub27",0.074684
"966","HIPP_MERGE_BL","dstart send diff context no sub","sub27",0.056274
"967","HIPP_MERGE_BL","sstart dend same context no sub","sub27",0.046579
"968","HIPP_MERGE_BL","sstart dend diff context no sub","sub27",0.052984
"969","HIPP_MERGE_BL","dstart dend same context no sub","sub27",0.060896
"970","HIPP_MERGE_BL","dstart dend diff context no sub","sub27",0.055089
"971","HIPP_MERGE_BL","same mov scon no sub","sub27",0.062174
"972","HIPP_MERGE_BL","same mov dcon no sub","sub27",0.050146
"973","HIPP_MERGE_BL","share mov scon no sub","sub27",0.056033
"974","HIPP_MERGE_BL","share mov dcon no sub","sub27",0.08111
"975","HIPP_MERGE_BL","no share mov scon no sub","sub27",0.061089
"976","HIPP_MERGE_BL","no share mov dcon no sub","sub27",0.054281
"977","V12_BL","sseq scon no sub","sub27",0.496
"978","V12_BL","sseq dcon no sub","sub27",0.49994
"979","V12_BL","dseq scon no sub","sub27",0.47562
"980","V12_BL","dseq dcon no sub","sub27",0.45534
"981","V12_BL","dstart send same context no sub","sub27",0.4975
"982","V12_BL","dstart send diff context no sub","sub27",0.45626
"983","V12_BL","sstart dend same context no sub","sub27",0.47514
"984","V12_BL","sstart dend diff context no sub","sub27",0.46167
"985","V12_BL","dstart dend same context no sub","sub27",0.46959
"986","V12_BL","dstart dend diff context no sub","sub27",0.45328
"987","V12_BL","same mov scon no sub","sub27",0.496
"988","V12_BL","same mov dcon no sub","sub27",0.43346
"989","V12_BL","share mov scon no sub","sub27",0.45368
"990","V12_BL","share mov dcon no sub","sub27",0.47536
"991","V12_BL","no share mov scon no sub","sub27",0.47711
"992","V12_BL","no share mov dcon no sub","sub27",0.46058
"993","BA4ap","sseq scon no sub","sub27",0.24553
"994","BA4ap","sseq dcon no sub","sub27",0.14825
"995","BA4ap","dseq scon no sub","sub27",0.21397
"996","BA4ap","dseq dcon no sub","sub27",0.19058
"997","BA4ap","dstart send same context no sub","sub27",0.23881
"998","BA4ap","dstart send diff context no sub","sub27",0.18769
"999","BA4ap","sstart dend same context no sub","sub27",0.2032
"1000","BA4ap","sstart dend diff context no sub","sub27",0.19069
"1001","BA4ap","dstart dend same context no sub","sub27",0.21003
"1002","BA4ap","dstart dend diff context no sub","sub27",0.19141
"1003","BA4ap","same mov scon no sub","sub27",0.24553
"1004","BA4ap","same mov dcon no sub","sub27",0.22285
"1005","BA4ap","share mov scon no sub","sub27",0.23985
"1006","BA4ap","share mov dcon no sub","sub27",0.21284
"1007","BA4ap","no share mov scon no sub","sub27",0.21225
"1008","BA4ap","no share mov dcon no sub","sub27",0.18174
"1009","HIPP_MERGE_BL","sseq scon no sub","sub28",0.096081
"1010","HIPP_MERGE_BL","sseq dcon no sub","sub28",0.094043
"1011","HIPP_MERGE_BL","dseq scon no sub","sub28",0.1011
"1012","HIPP_MERGE_BL","dseq dcon no sub","sub28",0.091035
"1013","HIPP_MERGE_BL","dstart send same context no sub","sub28",0.10227
"1014","HIPP_MERGE_BL","dstart send diff context no sub","sub28",0.079693
"1015","HIPP_MERGE_BL","sstart dend same context no sub","sub28",0.098251
"1016","HIPP_MERGE_BL","sstart dend diff context no sub","sub28",0.092968
"1017","HIPP_MERGE_BL","dstart dend same context no sub","sub28",0.10161
"1018","HIPP_MERGE_BL","dstart dend diff context no sub","sub28",0.093645
"1019","HIPP_MERGE_BL","same mov scon no sub","sub28",0.096081
"1020","HIPP_MERGE_BL","same mov dcon no sub","sub28",0.092401
"1021","HIPP_MERGE_BL","share mov scon no sub","sub28",0.10101
"1022","HIPP_MERGE_BL","share mov dcon no sub","sub28",0.079187
"1023","HIPP_MERGE_BL","no share mov scon no sub","sub28",0.10111
"1024","HIPP_MERGE_BL","no share mov dcon no sub","sub28",0.091986
"1025","V12_BL","sseq scon no sub","sub28",0.50506
"1026","V12_BL","sseq dcon no sub","sub28",0.5516
"1027","V12_BL","dseq scon no sub","sub28",0.4719
"1028","V12_BL","dseq dcon no sub","sub28",0.48039
"1029","V12_BL","dstart send same context no sub","sub28",0.4772
"1030","V12_BL","dstart send diff context no sub","sub28",0.46897
"1031","V12_BL","sstart dend same context no sub","sub28",0.49024
"1032","V12_BL","sstart dend diff context no sub","sub28",0.51809
"1033","V12_BL","dstart dend same context no sub","sub28",0.46501
"1034","V12_BL","dstart dend diff context no sub","sub28",0.47337
"1035","V12_BL","same mov scon no sub","sub28",0.50506
"1036","V12_BL","same mov dcon no sub","sub28",0.49581
"1037","V12_BL","share mov scon no sub","sub28",0.39841
"1038","V12_BL","share mov dcon no sub","sub28",0.43528
"1039","V12_BL","no share mov scon no sub","sub28",0.47673
"1040","V12_BL","no share mov dcon no sub","sub28",0.48884
"1041","BA4ap","sseq scon no sub","sub28",0.057498
"1042","BA4ap","sseq dcon no sub","sub28",0.0071002
"1043","BA4ap","dseq scon no sub","sub28",0.04743
"1044","BA4ap","dseq dcon no sub","sub28",0.078367
"1045","BA4ap","dstart send same context no sub","sub28",0.039398
"1046","BA4ap","dstart send diff context no sub","sub28",0.079667
"1047","BA4ap","sstart dend same context no sub","sub28",0.075432
"1048","BA4ap","sstart dend diff context no sub","sub28",0.039831
"1049","BA4ap","dstart dend same context no sub","sub28",0.041453
"1050","BA4ap","dstart dend diff context no sub","sub28",0.088673
"1051","BA4ap","same mov scon no sub","sub28",0.057498
"1052","BA4ap","same mov dcon no sub","sub28",0.11
"1053","BA4ap","share mov scon no sub","sub28",0.029207
"1054","BA4ap","share mov dcon no sub","sub28",0.027278
"1055","BA4ap","no share mov scon no sub","sub28",0.04859
"1056","BA4ap","no share mov dcon no sub","sub28",0.071682
"1057","HIPP_MERGE_BL","sseq scon no sub","sub30",0.018671
"1058","HIPP_MERGE_BL","sseq dcon no sub","sub30",0.049964
"1059","HIPP_MERGE_BL","dseq scon no sub","sub30",0.01997
"1060","HIPP_MERGE_BL","dseq dcon no sub","sub30",0.0058875
"1061","HIPP_MERGE_BL","dstart send same context no sub","sub30",0.0067
"1062","HIPP_MERGE_BL","dstart send diff context no sub","sub30",0.0073418
"1063","HIPP_MERGE_BL","sstart dend same context no sub","sub30",0.01885
"1064","HIPP_MERGE_BL","sstart dend diff context no sub","sub30",-0.010295
"1065","HIPP_MERGE_BL","dstart dend same context no sub","sub30",0.024094
"1066","HIPP_MERGE_BL","dstart dend diff context no sub","sub30",0.010092
"1067","HIPP_MERGE_BL","same mov scon no sub","sub30",0.018671
"1068","HIPP_MERGE_BL","same mov dcon no sub","sub30",-0.016516
"1069","HIPP_MERGE_BL","share mov scon no sub","sub30",-0.025317
"1070","HIPP_MERGE_BL","share mov dcon no sub","sub30",0.057082
"1071","HIPP_MERGE_BL","no share mov scon no sub","sub30",0.022968
"1072","HIPP_MERGE_BL","no share mov dcon no sub","sub30",0.0089237
"1073","V12_BL","sseq scon no sub","sub30",0.42516
"1074","V12_BL","sseq dcon no sub","sub30",0.47245
"1075","V12_BL","dseq scon no sub","sub30",0.43242
"1076","V12_BL","dseq dcon no sub","sub30",0.43902
"1077","V12_BL","dstart send same context no sub","sub30",0.42896
"1078","V12_BL","dstart send diff context no sub","sub30",0.44025
"1079","V12_BL","sstart dend same context no sub","sub30",0.44681
"1080","V12_BL","sstart dend diff context no sub","sub30",0.42267
"1081","V12_BL","dstart dend same context no sub","sub30",0.42928
"1082","V12_BL","dstart dend diff context no sub","sub30",0.44337
"1083","V12_BL","same mov scon no sub","sub30",0.42516
"1084","V12_BL","same mov dcon no sub","sub30",0.44609
"1085","V12_BL","share mov scon no sub","sub30",0.39257
"1086","V12_BL","share mov dcon no sub","sub30",0.43384
"1087","V12_BL","no share mov scon no sub","sub30",0.4351
"1088","V12_BL","no share mov dcon no sub","sub30",0.44186
"1089","BA4ap","sseq scon no sub","sub30",0.025804
"1090","BA4ap","sseq dcon no sub","sub30",0.078612
"1091","BA4ap","dseq scon no sub","sub30",0.057586
"1092","BA4ap","dseq dcon no sub","sub30",0.063847
"1093","BA4ap","dstart send same context no sub","sub30",0.066092
"1094","BA4ap","dstart send diff context no sub","sub30",0.084869
"1095","BA4ap","sstart dend same context no sub","sub30",0.088905
"1096","BA4ap","sstart dend diff context no sub","sub30",0.048418
"1097","BA4ap","dstart dend same context no sub","sub30",0.046127
"1098","BA4ap","dstart dend diff context no sub","sub30",0.062264
"1099","BA4ap","same mov scon no sub","sub30",0.025804
"1100","BA4ap","same mov dcon no sub","sub30",0.066062
"1101","BA4ap","share mov scon no sub","sub30",-0.025997
"1102","BA4ap","share mov dcon no sub","sub30",0.068364
"1103","BA4ap","no share mov scon no sub","sub30",0.063134
"1104","BA4ap","no share mov dcon no sub","sub30",0.064755
